Tanggal,OriginTime,Latitude,Longitude,Kedalaman (km),Magnitude,Type,Keterangan,Dirasakan,M,D,MD
4/9/2019,09:08:06,-10.3,112.64,10,3.9,MLv,"	Pusat gempa dilaut 240 km tenggara Kab. Malang-Jatim",TIDAK,M3,D1,M3D1
4/9/2019,18:02:59,-8.6,111,10,2.8,MLv,"	Pusat gempa di laut 46 km BaratDaya PACITAN-JATIM",TIDAK,M2,D1,M2D1
5/9/2019,00:22:28,-8.57,110.98,10,2.8,MLv,"	Pusat gempa di laut, 45 km BaratDaya PACITAN-JATIM",TIDAK,M2,D1,M2D1
6/9/2019,06:22:25,-8.58,110.24,10,2.6,MLv,"	Pusat gempa di laut 76 km BaratDaya BANTUL-DIY",TIDAK,M2,D1,M2D1
6/9/2019,18:33:58,-7.15,110.08,6,2.9,MLv,"	Pusat gempa didarat 21 km baratlaut Temanggung-Jateng",TIDAK,M2,D1,M2D1
6/9/2019,18:40:23,-8.82,111.86,12,3.3,MLv,"	Pusat gempa dilaut 83 km baratdaya Tulungagung-Jatim",TIDAK,M3,D1,M3D1
7/9/2019,00:43:43,-8.7,109.96,10,3,MLv,"	Pusat gempa di laut 98 km Barat daya Bantul DIY",TIDAK,M2,D1,M2D1
8/9/2019,07:44:23,-8.77,109.89,10,2.9,MLv,"	Pusat gempa dilaut 109 km BaratDaya BANTUL-DIY",TIDAK,M2,D1,M2D1
8/9/2019,14:16:48,-8.43,111.23,10,3,MLv,"	Pusat gempa di laut 31 km Tenggara PACITAN - JATIM",TIDAK,M2,D1,M2D1
8/9/2019,15:02:55,-8.87,110.32,10,2.7,MLv,"	Pusat gempa di laut 102 km Barat daya Gunung kidul DIY",TIDAK,M2,D1,M2D1
8/9/2019,22:59:27,-9.06,113.53,10,3,MLv,"	Pusat gempa di laut 96 km Barat daya Jember Jatim",TIDAK,M2,D1,M2D1
9/9/2019,16:35:54,-7.87,113.17,10,2.7,MLv,"	Pusat gempa di darat 11 km BaratDaya KOTA-PROBOLINGGO-JATIM",TIDAK,M2,D1,M2D1
10/9/2019,17:12:33,-9.35,113.38,29,4.8,MLv,"	Pusat gempa di laut 131 km BaratDaya JEMBER-JATIM, dirasakan di Blitar, Trenggalek, Malang, Lumajang, Banyuwangi II-III MMI ::BMKG",YA,M4,D1,M4D1
11/9/2019,16:34:18,-10.4,108.76,10,4.1,MLv,"	Pusat gempa dilaut 289 km baratdaya Cilacap-Jateng",TIDAK,M4,D1,M4D1
12/9/2019,02:44:59,-8.42,109.29,10,3.4,MLv,"	Pusat gempa di laut 83 km Tenggara CILACAP-JATENG",TIDAK,M3,D1,M3D1
12/9/2019,04:55:33,-8.15,110.01,30,3.5,MLv,"	Pusat gempa di laut 40 km BaratDaya KULONPROGO-DIY",TIDAK,M3,D1,M3D1
12/9/2019,13:31:12,-10.65,110.57,40,4,MLv,"	Pusat gempa di laut 280 km BaratDaya PACITAN-JATIM",TIDAK,M3,D1,M3D1
12/9/2019,19:29:50,-8.56,111.37,117,3.4,MLv,"	Pusat gempa di laut 51 km Tenggara PACITAN-JATIM",TIDAK,M3,D2,M3D2
13/09/2019,00:05:35,-8.9,112.6,60,3.2,MLv,"	Pusat gempa di laut 84 km Tenggara KAB-MALANG-JATIM",TIDAK,M3,D2,M3D2
15/09/2019,02:17:13,-8.78,112.54,10,3.8,MLv,"	Pusat gempa di laut 71 km baratdaya Malang-Jatim, dirasakan di Malang I-II MMI",YA,M3,D1,M3D1
15/09/2019,02:24:47,-9.05,112.91,23,2.9,MLv,"	Pusat gempa dilaut 107 km baratdaya Lumajang-Jatim",TIDAK,M2,D1,M2D1
15/09/2019,12:11:00,-8.454,110.71,10,2.7,MLv,"	Pusat gempa di laut 51 km Tenggara GUNUNGKIDUL-DIY",TIDAK,M2,D1,M2D1
15/09/2019,16:35:08,-10.52,110.45,202,4.1,MLv,"	Pusat gempa di laut 270 km BaratDaya PACITAN-JATIM",TIDAK,M4,D2,M4D2
15/09/2019,18:00:37,-9.29,110.35,10,3.3,MLv,"	Pusat gempa di Laut 146 km BaratDaya - GUNUNGKIDUL",TIDAK,M3,D1,M3D1
16/09/2019,15:57:21,-9.81,110.2,10,3.7,MLv,"	Pusat gempa dilaut 206 km baratdaya Gunungkidul-DIY",TIDAK,M3,D1,M3D1
17/09/2019,07:38:51,-9.9,109.4,30,4,MLv,"	Pusat gempa dilaut 245 km BaratDaya BANTUL-DIY",TIDAK,M3,D1,M3D1
17/09/2019,09:59:25,-8.74,111.13,10,2.8,MLv,"	Pusat gempa dilaut 62 km Tenggara PACITAN-JATIM",TIDAK,M2,D1,M2D1
17/09/2019,10:01:06,-8.92,113.69,23,2.6,MLv,"	Pusat gempa di laut 80 km Tenggara JEMBER-JATIM",TIDAK,M2,D1,M2D1
17/09/2019,12:12:09,-8.86,113.72,25,2.7,MLv,"	Pusat gempa di laut 74 km Tenggara JEMBER-JATIM",TIDAK,M2,D1,M2D1
19/09/2019,07:06:34,-6.71,111.72,634,5.8,MLv,"	Pusat gempa di laut 40 km BaratLaut - Tuban Jawa Timu
	dirasakan di Madura, Malang, Denpasar, Mataram, Lombok Barat, Lombok Tengah, Sumbawa, Bima III MMI, Cilacap, Purworejo, Yogyakarta, Lumajang, Tuban, Trenggalek, Surabaya II- III MMI, Bandung II MMI ::BMKG",YA,M5,D3,M5D3
19/09/2019,07:31:59,-6.33,111.78,644,6.3,MLv,"	Pusat gempa di laut 64 km timurlaut Rembang-Jateng
	Info Gempa Mag:6.0, 19-Sep-19 14:31:58 WIB, Lok:6.43 LS,111.82 BT (56 km BaratLaut TUBAN-JATIM), Kedlmn:648 Km, dirasakan di Madura, Malang, Denpasar, Mataram, Lombok Barat, Lombok Tengah, Sumbawa, Bima III MMI, Cilacap, Purworejo, Yogyakarta, Lumajang, Tuban, Trenggalek, Surabaya II- III MMI, Bandung II MMI ::BMKG",YA,M6,D3,M6D3
20/09/2019,11:19:10,-9.02,109.91,10,2.8,MLv,"	Pusat gempa dilaut 133 km BaratDaya BANTUL-DIY",TIDAK,M2,D1,M2D1
20/09/2019,11:24:58,-6.91,110.88,21,2.6,MLv,"	Pusat gempa di darat 12 km Tenggara KUDUS-JATENG",TIDAK,M2,D1,M2D1
20/09/2019,11:37:12,-6.82,110.9,20,2.6,MLv,"	Pusat gempa didarat 6 km Tenggara KUDUS-JATENG",TIDAK,M2,D1,M2D1
21/09/2019,00:34:55,-9.04,109.72,10,3.1,MLv,"	Pusat gempa di laut 144 km BaratDaya BANTUL-DIY",TIDAK,M3,D1,M3D1
21/09/2019,00:41:17,-9.44,109.84,10,3.2,MLv,"	Pusat gempa di laut 180 km BaratDaya BANTUL-DIY",TIDAK,M3,D1,M3D1
21/09/2019,00:43:53,-9.54,109.74,10,3,MLv,"	Pusat gempa di laut 194 km BaratDaya BANTUL-DIY",TIDAK,M2,D1,M2D1
22/09/2019,07:59:15,-7.32,111.62,11,3,MLv,"	Pusat gempa di darat&nbsp; 21&nbsp; km TimurLaut NGAWI-JATIM",TIDAK,M2,D1,M2D1
23/09/2019,11:15:58,-8.81,112.15,31,3.6,MLv,"	Pusat gempa di laut 75 km BaratDaya KAB-BLITAR-JATIM",TIDAK,M3,D1,M3D1
23/09/2019,14:53:28,-8.78,111.18,10,3.3,MLv,"	Pusat gempa di laut 67 km Tenggara PACITAN - JATIM",TIDAK,M3,D1,M3D1
25/09/2019,21:25:02,-8.82,110.42,55,2.7,MLv,"	Pusat gempa di laut 94 km BaratDaya GUNUNGKIDUL-DIY",TIDAK,M2,D1,M2D1
26/09/2019,06:27:14,-9.98,113.13,10,3.4,MLv,"	Pusat gempa di laut 205 km BaratDaya LUMAJANG-JATIM",TIDAK,M3,D1,M3D1
26/09/2019,15:14:14,-7.04,110.09,10,3.3,MLv,"	Pusat gempa di darat 17 km baratdaya Kendal-Jateng, dirasakan di Ngadirejo dan Kedu Kab. Temanggung Jawa Tengah",YA,M3,D1,M3D1
26/09/2019,16:54:19,-7.07,110.02,10,2.9,MLv,"	Pusat gempa di darat, 25 km BaratDaya KENDAL-JATENG",TIDAK,M2,D1,M2D1
26/09/2019,20:13:47,-8.82,110.05,11,3.5,MLv,"Pusat gempa di laut, 107 km BaratDaya BANTUL-DIY",TIDAK,M3,D1,M3D1
27/09/2019,00:44:31,-8.69,109.44,28,3.5,MLv,"	Pusat gempa di laut 115 km BaratDaya KEBUMEN-JATENG",TIDAK,M3,D1,M3D1
27/09/2019,05:35:55,-8.74,111.85,80,3.4,MLv,"	Pusat gempa di laut 74 km tenggara Trenggalek Jatim",TIDAK,M3,D2,M3D2
27/09/2019,10:06:56,-8.9,112.08,27,2.8,MLv,"	Pusat gempa dilaut 86 km BaratDaya KAB-BLITAR-JATIM",TIDAK,M2,D1,M2D1
27/09/2019,11:38:09,-9.22,113.82,8,3,MLv,"	Pusat gempa di laut 115 km Tenggara JEMBER-JATIM",TIDAK,M2,D1,M2D1
27/09/2019,22:01:23,-8.71,110.57,10,2.6,MLv,"	Pusat gempa di laut 79 km BaratDaya GUNUNGKIDUL-DIY",TIDAK,M2,D1,M2D1
28/09/2019,02:11:07,-9.09,112.77,20,3.2,MLv,"	Pusat gempa di laut 108 km Tenggara KAB-MALANG-JATIM",TIDAK,M3,D1,M3D1
29/09/2019,01:56:05,-6.87,108.55,30,3.2,MLv,"	Pusat gempa didarat 13 km TimurLaut KAB-KUNINGAN-JABAR",TIDAK,M3,D1,M3D1
30/09/2019,09:04:06,-8.82,108.64,18,3.2,MLv,"	Pusat gempa dilaut 125 Km Tenggara Pangandaran - Jawa Barat",TIDAK,M3,D1,M3D1
1/10/2019,21:29:52,-7.74,110.12,124,2.5,MLv,Pusat gempa di darat 10 km BaratLaut KULONPROGO-DIY,TIDAK,M2,D2,M2D2
4/10/2019,11:16:01,-7.84,110.46,13,2,MLv,"	Pusat gempa di darat 13 km Timur Laut Kab. Bantul DIY",TIDAK,M1,D1,M1D1
5/10/2019,07:42:34,-9.47,112.99,13,3.4,MLv,"	Pusat gempa di laut 150 km BaratDaya LUMAJANG-JATIM",TIDAK,M3,D1,M3D1
5/10/2019,07:43:35,-9.56,112.82,11,3.6,MLv,"	Pusat gempa di laut 160 km Tenggara KAB-MALANG-JATIM",TIDAK,M3,D1,M3D1
5/10/2019,19:09:58,-7.88,110.44,19,2.4,MLv,"	Pusat gempa dilaut 9 km TimurLaut BANTUL-DIY",TIDAK,M2,D1,M2D1
6/10/2019,02:25:00,-8.98,110.52,86,3.8,MLv,"	Pusat gempa di laut 110 km BaratDaya GUNUNGKIDUL-DIY",TIDAK,M3,D2,M3D2
7/10/2019,06:48:41,-8.8,110.48,11,3.8,MLv,"	Pusat gempa di laut 90 km BaratDaya GUNUNGKIDUL-DIY",TIDAK,M3,D1,M3D1
7/10/2019,13:47:54,-9.51,109.81,10,3.3,MLv,"	Pusat gempa di laut 188 km BaratDaya BANTUL-DIY",TIDAK,M3,D1,M3D1
7/10/2019,15:36:26,-7.84,110.52,15,2.1,MLv,"	Pusat gempa di darat 16 km BaratDaya KLATEN-JATENG",TIDAK,M2,D1,M2D1
8/10/2019,01:45:10,-9.07,113.69,37,3,MLv,"	Pusat gempa dilaut 97 km Tenggara JEMBER-JATIM",TIDAK,M2,D1,M2D1
8/10/2019,12:29:00,-8.99,109.82,10,3.8,MLv,"Pusat gempa 	134 Km Barat Daya Bantul - Yogyakarta",TIDAK,M3,D1,M3D1
9/10/2019,06:51:27,-8.48,108.95,25,3.1,MLv,"	Pusat gempa dilaut 84 km BaratDaya Cilacap - Jawa Tengah",TIDAK,M3,D1,M3D1
9/10/2019,08:30:58,-8.6,108.86,12,4.1,MLv,"	Pusat gempa di laut 98 km Barat daya Cilacap Jateng",TIDAK,M4,D1,M4D1
9/10/2019,08:21:51,-8.52,108.99,16,4.1,MLv,"	Pusat gempa di laut 88 km barat daya Cilacap Jateng",TIDAK,M4,D1,M4D1
9/10/2019,19:40:13,-7.65,110.49,10,2.2,MLv,"	Pusat gempa di darat 3 km BaratLaut KLATEN-JATENG",TIDAK,M2,D1,M2D1
12/10/2019,01:47:18,-8.8,110.19,30,2.9,MLv,"	Pusat gempa di laut 101 km BaratDaya BANTUL - DIY",TIDAK,M2,D1,M2D1
12/10/2019,11:00:04,-9.14,110.56,10,2.6,MLv,Pusat gempa di laut 122 km BaratDaya PACITAN-JATIM,TIDAK,M2,D1,M2D1
12/10/2019,16:37:02,-9.23,111.59,10,3,MLv,"	Pusat gempa di laut 127 km BaratDaya TRENGGALEK-JATIM",TIDAK,M2,D1,M2D1
14/10/2019,01:34:17,-8.55,110.71,26,2.7,MLv,"	Pusat gempa di laut 60 km BaratDaya PACITAN-JATIM",TIDAK,M2,D1,M2D1
14/10/2019,04:13:22,-8,110.45,10,1.9,MLv,Pusat gempa di darat 15 km Tenggara BANTUL-DIY,TIDAK,M1,D1,M1D1
14/10/2019,07:14:36,-8.45,110.62,10,2.4,MLv,"	Pusat gempa di laut 50 km Tenggara GUNUNG KIDUL-DIY",TIDAK,M2,D1,M2D1
14/10/2019,09:31:56,-8.23,110.25,10,2.8,MLv, Pusat gempa di laut 38 km BaratDaya BANTUL-DIY,TIDAK,M2,D1,M2D1
14/10/2019,11:33:58,-8.38,109.27,10,5,M,"	Pusat gempa di laut, 78 km Tenggara CILACAP-JATENG. dirasakan di daerah Bantul, Kulonprogo, Kota Yogyakarta, Purworejo, Cilacap dan Kebumen II MMI",YA,M4,D1,M4D1
14/10/2019,13:08:46,-8.05,110.43,10,2.3,MLv,"	Pusat gempa di darat 18 km Tenggara BANTUL-DIY",TIDAK,M2,D1,M2D1
14/10/2019,21:55:47,-8.88,112.67,28,3.2,MLv,"	Pusat gempa di laut 83 km Tenggara KAB-MALANG-JATIM",TIDAK,M3,D1,M3D1
14/10/2019,21:56:50,-9.36,113.44,30,3.2,MLv,"	Pusat gempa di laut 131 km BaratDaya JEMBER-JATIM",TIDAK,M3,D1,M3D1
15/10/2019,12:13:27,-9.81,113.06,10,3.7,MLv,"	Pusat gempa dilaut 187 km BaratDaya LUMAJANG-JATIM",TIDAK,M3,D1,M3D1
16/10/2019,04:44:28,-8.16,112.33,10,2.7,MLv,"	Pusat gempa di darat 13 Km Tenggara Blitar - Jawa Timur",TIDAK,M2,D1,M2D1
16/10/2019,04:43:38,-8.6,108.61,50,2.7,MLv,"	Pusat gempa di laut 100 Km Tenggara Pangandaran - Jawa Barat",TIDAK,M2,D1,M2D1
17/10/2019,08:23:57,-9.46,113.69,10,3.2,MLv,"	Pusat gempa di laut 140 km Tenggara JEMBER-JATIM",TIDAK,M3,D1,M3D1
17/10/2019,09:36:43,-8.21,109.22,28,2.6,MLv,"	Pusat gempa di laut 58 km Tenggara CILACAP-JATENG",TIDAK,M2,D1,M2D1
17/10/2019,20:55:14,-8.84,111.45,19,3.3,MLv,"	Pusat gempa di laut 82 km Tenggara PACITAN-JATIM",TIDAK,M3,D1,M3D1
18/10/2019,15:16:40,-8.58,110.83,33,2.9,MLv,"	Pusat gempa di laut 54 km BaratDayaPACITAN -JATIM",TIDAK,M2,D1,M2D1
19/10/2019,18:30:13,-9.7,112.74,10,3.7,MLv,"	Pusat gempa di laut 174 km Tenggara KAB-MALANG-JATIM",TIDAK,M3,D1,M3D1
19/10/2019,21:16:52,-11.53,111.41,10,4.4,MLv,"	Pusat gempa di laut 373 km Tenggara PACITAN - JAWA TIMUR",TIDAK,M4,D1,M4D1
19/10/2019,22:16:55,-8.83,110.34,10,3.4,MLv,"	Pusat gempa di laut 97 km BaratDaya GUNUNGKIDUL-DIY",TIDAK,M3,D1,M3D1
20/10/2019,00:36:28,-8.02,110.46,10,2.1,MLv,"	Pusat gempa di darat, 17 km BaratDaya GUNUNGKIDUL-DIY",TIDAK,M2,D1,M2D1
20/10/2019,00:37:28,-9.73,112.79,12,3.9,MLv,"	Pusat gempa di laut, 178 km Tenggara KAB-MALANG-JATIM",TIDAK,M3,D1,M3D1
20/10/2019,06:57:42,-9.79,112.82,10,4.9,M,"	Pusat gempa di laut 185 km Tenggara KAB-MALNG-JATIM",TIDAK,M4,D1,M4D1
20/10/2019,08:20:25,-8.65,110.74,10,2.8,MLv, Pusat gempa di laut 66 km BaratDaya PACITAN-JATIM,TIDAK,M2,D1,M2D1
20/10/2019,21:49:16,-9.84,112.11,18,4,MLv,"	Pusat gempa di Laut 189 km BaratDaya KAB-BLITAR-JATIM",TIDAK,M3,D1,M3D1
21/10/2019,01:30:43,-8.62,110.79,10,2.6,MLv,"	Pusat gempa di laut 60 km BaratDaya PACITAN-JATIM",TIDAK,M2,D1,M2D1
21/10/2019,12:12:39,-9.62,112.38,20,3.3,MLv, Pusat gempa di laut 166 km BaratDaya KAB-MALANG-JATIM,TIDAK,M3,D1,M3D1
22/10/2019,23:16:01,-8.69,110.99,12,2.7,MLv,"	Pusat gempa di laut 85 km BaratDaya PACITAN-JATIM",TIDAK,M2,D1,M2D1
23/10/2019,11:42:51,-9.41,112.99,10,4.3,MLv,"	Pusat gempa dilaut 144 km baratdaya Lumajang-Jatim",TIDAK,M4,D1,M4D1
24/10/2019,09:21:07,-8.06,108.7,45,4,M, Pusat gempa di laut 45 km Tenggara Kab-Pangandaran-Jabar,TIDAK,M3,D1,M3D1
24/10/2019,09:58:38,-8.29,108.99,104,3.3,M,Pusat gempa di laut 62 km Barat daya Cilacap Jateng,TIDAK,M3,D2,M3D2
25/10/2019,07:15:40,-6.17,110.64,527,4.7,MLv,"	Pusat gempa dilaut 46 km BaratLaut JEPARA-JATENG",TIDAK,M4,D3,M4D3
25/10/2019,10:17:52,-10.62,112.99,26,4.3,MLv,Pusat gempa dilaut 277 km BaratDaya LUMAJANG-JATIM,TIDAK,M4,D1,M4D1
25/10/2019,16:16:03,-8.98,110.65,10,3.1,MLv,"	Pusat gempa di laut 102 km BaratDaya Pacitan-Jatim",TIDAK,M3,D1,M3D1
26/10/2019,22:28:10,-9.85,113.13,10,3.7,M,Pusat gempa di laut 191 km BaratDaya LUMAJANG-JATIM,TIDAK,M3,D1,M3D1
27/10/2019,0.320972222,-9.12,111.3,10,4.8,MLv,Pusat gempa di laut 106 km Tenggara PACITAN-JATIM,TIDAK,M4,D1,M4D1
27/10/2019,0.338229167,-8.92,111.29,18,3,MLv,Pusat gempa dilaut 84 km Tenggara Pacitan - Jawa Timur,TIDAK,M2,D1,M2D1
27/10/2019,0.344895833,-9.9,111.34,10,3.7,MLv,Pusat gempa dilaut 192 km Tenggara Pacitan - Jatim,TIDAK,M3,D1,M3D1
27/10/2019,0.361481481,-8.98,111.24,14,3.5,MLv,Pusat gempa 90 km Tenggara Pacitan - JawaTimur,TIDAK,M3,D1,M3D1
27/10/2019,0.397094907,-9.08,111.21,10,2.8,MLv,Pusat gempa 100 km Tenggara Pacitan - Jawa Timur,TIDAK,M2,D1,M2D1
28/10/2019,0.28974537,-10.14,110.05,17,3.6,MLv,Pusat gempa dilaut 246 km BaratDaya GunungKidul - D I Yogyakarta,TIDAK,M3,D1,M3D1
28/10/2019,0.304756944,-8.39,109.04,35,3.3,MLv,Pusat gempa di laut 73 km Tenggara Cilacap - Jateng,TIDAK,M3,D1,M3D1
28/10/2019,0.384849537,-5.74,110.08,534,4.8,MLv,Pusat gempa di laut 114 km BaratLaut JEPARA-JATENG,TIDAK,M4,D3,M4D3
29/10/2019,0.082824074,-10.11,110.1,15,3.6,MLv,Pusat gempa dilaut 241 km baratdaya Gungkidul-DIY,TIDAK,M3,D1,M3D1
30/10/2019,0.065833333,-8.43,109,32,3.2,MLv,"Pusat gempa di laut, 78 km BaratDaya CILACAP-JATENG",TIDAK,M3,D1,M3D1
30/10/2019,0.295219907,-8.56,110.66,10,3.8,MLv,Pusat gempa di laut 63 km Tenggara GUNUNGKIDUL-DIY,TIDAK,M3,D1,M3D1
30/10/2019,0.862939815,-9.34,110.43,30,3.7,MLv,Pusat gempa dilaut 149 km BaratDaya PACITAN-JATIM,TIDAK,M3,D1,M3D1
31/10/2019,0.080671296,-8.24,108.2,10,4.8,MLv,Pusat gempa di laut 68 km BaratDaya KAB-PANGANDARAN-JABAR,TIDAK,M4,D1,M4D1
31/10/2019,10:09:09,-8.81,110.59,10,2.7,MLv,"	Pusat gempa di laut 90 km BaratDaya GUNUNGKIDUL - DIY",TIDAK,M2,D1,M2D1
31/10/2019,15:15:03,-8.41,109.24,10,3.9,M,"	Pusat gempa di laut, 80 km Tenggara CILACAP-JATENG",TIDAK,M3,D1,M3D1
1/11/2019,19:10:21,-8.8,112.6,12,3.1,MLv,"	Pusat gempa di laut 73 km Tenggara KAB-MALANG-JATIM",TIDAK,M3,D1,M3D1
2/11/2019,04:58:51,-9.02,111.3,15,3.4,MLv,"	Pusat gempa di laut 95 km Tenggara - Pacitan Jawa Timur",TIDAK,M3,D1,M3D1
3/11/2019,00:12:19,-8.7,110.63,10,2.7,MLv,"	Pusat gempa di laut 78 km BaratDaya PACITAN-JATIM",TIDAK,M2,D1,M2D1
3/11/2019,01:52:23,-8.5,109.02,10,3.4,MLv,"	Pusat gempa di laut 86 km Tenggara CILACAP-JATENG",TIDAK,M3,D1,M3D1
3/11/2019,23:30:01,-8.9,110.36,20,4.2,MLv,"	Pusat gempa dilaut 104 km BaratDaya Gunung Kidul - DIY",TIDAK,M4,D1,M4D1
4/11/2019,02:54:12,-9,110.42,10,3.2,MLv,"Pusat gempa di laut, 113 km BaratDaya GUNUNGKIDUL-DIY",TIDAK,M3,D1,M3D1
4/11/2019,05:13:39,-8.94,110.43,10,2.9,MLv,"Pusat gempa di laut, 107 km BaratDaya GUNUNGKIDUL-DIY",TIDAK,M2,D1,M2D1
5/11/2019,14:10:47,-9.04,111.12,9,2.6,MLv,"Pusat gempa di laut, 96 km Tenggara PACITAN-JATIM",TIDAK,M2,D1,M2D1
7/11/2019,00:00:41,-8.42,110.76,16,2.2,MLv,"	Pusat gempa di laut 46 km BaratDaya PACITAN-JATIM",TIDAK,M2,D1,M2D1
7/11/2019,07:36:54,-9.06,111.35,10,2.7,MLv,"	Pusat gempa di laut 101 km Tenggara Pacitan-Jatim",TIDAK,M2,D1,M2D1
7/11/2019,09:50:05,-9.1,111.68,10,3,MLv,"	Pusat gempa dilaut 112 km BaratDaya TRENGGALEK-JATIM",TIDAK,M2,D1,M2D1
7/11/2019,14:27:15,-8.21,111.09,1,3.2,MLv,Pusat gempa didarat 3 km BaratDaya PACITAN-JATIM,TIDAK,M3,D1,M3D1
7/11/2019,15:33:16,-9.01,111.28,15,3,MLv,"	Pusat gempa di laut 94 km Tenggara PACITAN-JATIM",TIDAK,M2,D1,M2D1
7/11/2019,20:01:48,-9.14,110.7,12,3.2,M,"	Pusat gempa di laut, 115 km BaratDaya PACITAN-JATIM",TIDAK,M3,D1,M3D1
7/11/2019,20:02:30,-9.08,111.41,15,2.8,MLv,"	Pusat gempa di laut, 105 km Tenggara PACITAN-JATIM",TIDAK,M2,D1,M2D1
8/11/2019,14:06:48,-8.06,110.43,10,1.6,MLv,"	Pusat gempa didarat 19 km tenggara Bantul-DIY",TIDAK,M1,D1,M1D1
9/11/2019,11:58:39,-10.41,112.12,28,4.1,MLv,"	Pusat gempa dilaut 253 km BaratDaya KAB-BLITAR-JATIM",TIDAK,M4,D1,M4D1
9/11/2019,14:50:51,-9.33,110.92,20,3.8,MLv,"	Pusat gempa di laut 129 km Barat daya Pacitan Jatim",TIDAK,M3,D1,M3D1
10/11/2019,09:36:31,-8,110.47,10,1.8,MLv,"	Pusat gempa di darat 15 km BaratDaya GUNUNGKIDUL-DIY",TIDAK,M1,D1,M1D1
11/11/2019,00:09:28,-8.98,110.54,10,2.9,MLv,"	Pusat gempa di lau 108 km BaratDaya PACITAN-JATIM",TIDAK,M2,D1,M2D1
11/11/2019,03:15:04,-9.32,113.52,53,3.1,MLv,"	Pusat gempa dilaut 125 km Barat Daya Jember Jatim",TIDAK,M3,D1,M3D1
12/11/2019,00:10:02,-9.1,110.08,14,3,MLv,"	Pusat gempa dilaut 136 km baratdaya Bantul-DIY",TIDAK,M2,D1,M2D1
12/11/2019,15:53:37,-8.12,111.12,8,2.8,M,"	Pusat gempa di darat 6 km TimurLaut PACITAN-JATIM",TIDAK,M2,D1,M2D1
12/11/2019,21:20:34,-8.03,113.26,3,2.2,MLv,"	Pusat gempa di darat 11 km Timur Laut Lumajang - Jawa Timur",TIDAK,M2,D1,M2D1
13/11/2019,04:09:18,-8.13,113.09,5,2.5,MLv,"	Pusat gempa di darat 51 km Barat Laut Lumajang - Jawa Timur",TIDAK,M2,D1,M2D1
13/11/2019,04:34:16,-8.95,110.54,10,2.8,MLv,"	Pusat gempa dilaut 106 km BaratDaya GUNUNGKIDUL-DIY",TIDAK,M2,D1,M2D1
13/11/2019,07:03:15,-8.05,113.25,5,2.3,MLv,"	Pusat gempa di darat 9 km Timur Laut Lumajang - Jawa Timur",TIDAK,M2,D1,M2D1
13/11/2019,08:07:19,-8.1,113.16,10,3.2,M,"	Didarat 8 Km barat Laut Lumajang - Jawa Timur",TIDAK,M3,D1,M3D1
13/11/2019,08:11:23,-8.06,113.14,10,2.7,MLv,"	Pusat gempa di darat 12 km Barat Laut Lumajang - Jawa Timur",TIDAK,M2,D1,M2D1
13/11/2019,11:41:04,-9.33,110.93,10,3.1,MLv,"				Pusat gempa di laut, 129 km BaratDaya PACITAN-JATIM",TIDAK,M3,D1,M3D1
13/11/2019,11:50:27,-6.12,110.38,537,3.8,M,"	Pusat gempa di la 61 km BaratLaut JEPARA-JATENG",TIDAK,M3,D3,M3D3
13/11/2019,14:01:36,-8.14,113.2,10,2.6,MLv,"	Pusat gempa di darat 3 km BaratDaya LUMAJANG-JATIM",TIDAK,M2,D1,M2D1
13/11/2019,18:17:36,-8.68,109.75,30,2.7,MLv,"	Pusat gempa dilaut 106 km baratdaya Kulonprogo-DIY",TIDAK,M2,D1,M2D1
13/11/2019,22:40:08,-8.05,113.19,6,2.6,MLv,"	Pusat gempa didarat 10 km baratdaya Lumajang-Jatim",TIDAK,M2,D1,M2D1
13/11/2019,23:36:02,-10.92,111.3,30,3.6,MLv,"	Pusat gempa di laut 305 km Tenggara PACITAN-JATIM",TIDAK,M3,D1,M3D1
14/11/2019,17:55:37,-9.1,109.78,10,4.4,MLv,"	Pusat gempa dilaut 147 km BaratDaya BANTUL-DIY",TIDAK,M4,D1,M4D1
15/11/2019,04:47:34,-8.97,110.82,64,3.4,MLv,"	Pusat gempa di laut 93 km BaratDaya PACITAN-JATIM",TIDAK,M3,D2,M3D2
15/11/2019,13:56:15,-8,110.54,10,2.7,MLv,"	Pusat gempa di darat, 8 km BaratDaya GUNUNGKIDUL-DIY",TIDAK,M2,D1,M2D1
15/11/2019,19:54:38,-7.63,110.47,6,2.7,MLv,"Pusat gempa di darat, 13 km TimurLaut SLEMAN-DIY",TIDAK,M2,D1,M2D1
16/11/2019,20:52:11,-7.41,113.03,16,3.4,MLv,"	Pusat gempa di laut 30 km TimurLaut KOTA-PASURUAN-JATIM",TIDAK,M3,D1,M3D1
17/11/2019,01:48:51,-8.46,109.19,30,2.9,MLv,"	pusat gempa dilaut 84 km tenggara Cilacap-Jateng",TIDAK,M2,D1,M2D1
18/11/2019,03:30:40,-8.87,111.76,36,3.1,MLv,"	Pusat gempa dilaut 87 km Tenggara Trenggalek - Jawa Timur",TIDAK,M3,D1,M3D1
18/11/2019,05:36:55,-7.72,110.58,4,2.3,MLv,"	Pusat gempa di darat, 1 km BaratDaya KLATEN-JATENG",TIDAK,M2,D1,M2D1
18/11/2019,06:09:38,-9.8,112.42,23,3.6,M,"Pusat gempa di laut, 185 km BaratDaya KAB-MALANG-JATIM",TIDAK,M3,D1,M3D1
