Datetime,Latitude,Longitude,Kedalaman,Magnitude,Type,Keterangan,Dirasakan,M,D,MD
8/23/2020,-8.912,111.2299,10,2.9,MLv,"
	Pusat gempa di laut 82 km tenggara Pacitan Jatim
",TIDAK,M2,D1,M2D1
8/24/2020,-7.4,108.7564021,82,0,,,,,,
8/25/2020,-8.585,109.87499,38,3,MLv,"
	Pusat gempa di laut 91 km BaratDaya KULONPROGO-DIY
",TIDAK,M2,D1,M2D1
8/26/2020,-9.26,113.90168,26,3,MLv,"
	Pusat gempa di laut 121 km Tenggara JEMBER-JATIM
",TIDAK,M2,D1,M2D1
8/27/2020,-3.2,108.3851492,82,0,,,,,,
8/28/2020,-7.5,113.7810362,82,0,,,,,,
8/29/2020,-9.211,113.00166,24,3.4,MLv,"
	Pusat gempa dilaut 122 km BaratDaya LUMAJANG-JATIM
",TIDAK,M3,D1,M3D1
8/30/2020,-12.69,110.87366,30,4.9,MLv,"
	Pusat gempa di laut 501 km BaratDaya PACITAN - JATIM
",TIDAK,M4,D1,M4D1
8/31/2020,-9.085,109.79136,10,3.3,MLv,"
	Pusat gempa di laut 145 km BaratDaya BANTUL-DIY
",TIDAK,M3,D1,M3D1
9/1/2020,-1.6,113.6489036,90,0,,,,,,
9/2/2020,-8.599,112.23869,23,3.3,MLv,"
	Pusat gempa dilaut 51 km Tenggara Blitar Jatim
",TIDAK,M3,D1,M3D1
9/3/2020,-7.96,110.46678,7,2.1,MLv,"
	Pusat gempa didarat 14 km Tenggara BANTUL-DIY
",TIDAK,M2,D1,M2D1
9/4/2020,-9.293,111.89227,10,3.7,MLv,"
	Pusat Gempa di laut 133 km BaratDaya BLITAR - JATIM
",TIDAK,M3,D1,M3D1
9/5/2020,-9.846,113.65961,33,3.7,MLv,"
	Pusat gempa di laut 183 km Tenggara JEMBER-JATIM)
",TIDAK,M3,D1,M3D1
9/6/2020,-7.48,110.46,13,2.6,MLv,"
	Di darat 16 Km Barat Daya Salatiga - Jateng
",TIDAK,M2,D1,M2D1
9/7/2020,-5.8,114.9965719,90,0,,,,,,
9/8/2020,-8.607,111.2438,99,3.4,MLv,"
	Pusat gempa di laut, 49 km Tenggara PACITAN-JATIM
",TIDAK,M3,D2,M3D2
9/9/2020,-9.24,110.01,10,3.3,MLv,"
	Pusat gempa di laut 153 barat daya Bantul DIY
",TIDAK,M3,D1,M3D1
9/10/2020,-8.481,109.30429,19,3.5,M,"
	Pusat gempa di laut 90 km Tenggara CILACAP-JATENG&nbsp;
",TIDAK,M3,D1,M3D1
9/11/2020,-2.2,113.6338735,92,0,,,,,,
9/12/2020,-6.2,113.3370707,92,0,,,,,,
9/13/2020,-7.653,110.59974,10,2.4,MLv,"
	Pusat gempa didarat 6 km TimurLaut KLATEN-JATENG
",TIDAK,M2,D1,M2D1
9/14/2020,-8.842,110.73254,10,2.9,MLv,"
	Pusat gempa di laut 84 km BaratDaya PACITAN - JATIM
",TIDAK,M2,D1,M2D1
9/15/2020,-12.68,113.65977,50,4.5,M,"
	Pusat gempa di laut 465 km BaratDaya NUSADUA-BALI
",TIDAK,M4,D1,M4D1
9/16/2020,-8.666,110.09442,22,2.9,MLv,"
	Pusat gempa di laut 89 km BaratDaya BANTUL-DIY
",TIDAK,M2,D1,M2D1
9/17/2020,-9.343,110.64638,10,3.5,MLv,"Pusat gempa di laut, 139 km BaratDaya PACITAN-JATIM",TIDAK,M3,D1,M3D1
9/18/2020,-3.7,113.6528656,92,0,,,,,,
9/19/2020,-8.658,110.52052,10,2.7,MLv,"
	Pusat gempa di laut 74 km BaratDaya GUNUNGKIDUL - DIY
",TIDAK,M2,D1,M2D1
9/20/2020,-7.514,110.76073,19,2.7,MLv,"
	Pusat gempa di darat 9 km BaratLaut KOTA-SURAKARTA-JATENG
",TIDAK,M2,D1,M2D1
9/21/2020,-8.628,109.697,36,3.1,MLv,"
	Dilaut 103 Km Barat Daya Kulonprogo-DIY
",TIDAK,M3,D1,M3D1
9/22/2020,-8.688,111.335,35,4.3,MLv,"
	Pusat gempa dilaut 56 km Tenggara Pacitan Jatim, dirasakan di Pacitan, Wonogiri II MMI
",YA,M4,D1,M4D1
9/23/2020,-8.965,111.05563,11,2.8,MLv,"
	Pusat gempa dilaut 87 km BaratDaya PACITAN-JATIM
",TIDAK,M2,D1,M2D1
9/24/2020,-8.787,111.34442,10,2.6,MLv,"
	Pusat gempa di laut 72 km Tenggara PACITAN - JATIM
",TIDAK,M2,D1,M2D1
9/25/2020,-8.421,111.47759,93,2.9,MLv,"
	Pusat gempa di laut 45 km BaratDaya TRENGGALEK-JATIM
",TIDAK,M2,D2,M2D2
9/26/2020,-9.016,113.0032,30,3.2,MLv,"
	Pusat gempa di laut 101 km BaratDaya LUMAJANG-JATIM
",TIDAK,M3,D1,M3D1
9/27/2020,-7.3,112.6323168,92,0,,,,,,
9/28/2020,-8.374,111.85678,95,3.4,MLv,"
	Pusat gempa dilaut 34 km BaratDaya TULUNGAGUNG-JATIM
",TIDAK,M3,D2,M3D2
9/29/2020,-8.701,110.87127,15,3.3,MLv,"
	Pusat gempa di laut 63 km BaratDaya PACITAN - JATIM
",TIDAK,M3,D1,M3D1
9/30/2020,-8.479,111.18871,74,3.1,MLv,"
	Pusat gempa di laut 34 km Tenggara PACITAN-JATIM
",TIDAK,M3,D2,M3D2
10/1/2020,-7.967,110.48412,15,2.4,MLv,"
	Pusat gempa didarat 14 km BaratLaut GUNUNGKIDUL-DIY
",TIDAK,M2,D1,M2D1
10/2/2020,-7.8,110.1946651,102,0,,,,,,
10/3/2020,-0.9,112.9648065,102,0,,,,,,
10/4/2020,-8.834,110.7814,12,3.7,MLv,"
	Pusat gempa dilaut 81 km BaratDaya PACITAN-JATIM
",TIDAK,M3,D1,M3D1
10/5/2020,-8.07,111.61615,10,3,MLv,"
	Pusat gempa di darat 10 km BaraLaut TRENGGALEK - JATIM
",TIDAK,M2,D1,M2D1
10/6/2020,-8.806,110.296165,26,3.1,MLv,"
	Pusat gempa di laut 96 km BaratDaya GUNUNGKIDUL-DIY
",TIDAK,M3,D1,M3D1
10/7/2020,-9.5,112.82,13,4.3,M,"
	Pusat gempa di laut 154 km Tenggara Kab. Malang JATIM
",TIDAK,M4,D1,M4D1
10/8/2020,-9.53,114,20,3.8,M,"
	Pusat Gempa di Laut, 146 km BaratDaya JEMBRANA-BALI
",TIDAK,M3,D1,M3D1
10/9/2020,-8.402,109.73322,24,2.9,MLv,"
	Pusat gempa dilaut&nbsp; 80 km BaratDaya KULONPROGO-DIY&nbsp;
",TIDAK,M2,D1,M2D1
10/10/2020,-7.793,111.11034,28,2.3,MLv,"
	Pusat gempa di darat 21 KM Timur laut wonogiri
",TIDAK,M2,D1,M2D1
10/11/2020,-6.2,115.8029383,10,0,,,,,,
10/12/2020,-7.47,109.79134,16,2.9,MLv,"
	Pusat gempa didarat, 11 km Tenggara BANJARNEGARA-JATENG
",TIDAK,M2,D1,M2D1
10/13/2020,-9.363,113.48347,10,3.6,M,"
	Pusat gempa dilaut, 130 km BaratDaya JEMBER-JATIM
",TIDAK,M3,D1,M3D1
10/14/2020,-8.695,110.89275,29,3.7,MLv,"
	Pusat gempa di laut 62 km BaratDaya PACITAN-JATIM Dirasakan II MMI di Pacitan - Jatim
",YA,M3,D1,M3D1
10/15/2020,-9.418,109.84128,10,3.9,MLv,"
	Pusat gempa di laut 177 km BaratDaya BANTUL - DIY
",TIDAK,M3,D1,M3D1
10/16/2020,-8.975,110.623,32,3.4,MLv,"
	Pusat Gempa di Laut 103 km BaratDaya PACITAN-JATIM
",TIDAK,M3,D1,M3D1
10/17/2020,-8.68,110.56969,26,3.2,MLv,"
	Pusat gempa di laut, 76 km BaratDaya GUNUNGKIDUL-DIY
",TIDAK,M3,D1,M3D1
10/18/2020,-9.291,110.2388,10,3.5,M,"
	Pusat gempa di laut, 149 km BaratDaya GUNUNGKIDUL-DIY
",TIDAK,M3,D1,M3D1
10/19/2020,-7.298,109.94698,10,2.7,MLv,"
	Pusat gempa di darat 9 km TimurLaut WONOSOBO-JATENG dirasakan di Dieng II MMI&nbsp;
",YA,M2,D1,M2D1
10/20/2020,-1.6,106.0972761,10,0,,,,,,
10/21/2020,-7.811,111.22714,127,2.9,M,"
	Pusat gempa di darat 21 km BaratDaya MAGETAN-JATIM
",TIDAK,M2,D2,M2D2
10/22/2020,-1.8,110.3811531,10,0,,,,,,
10/23/2020,-8.849,111.93676,25,3.3,MLv,"
	Pusat gempa di laut, Lok:8.849 LS,111.93676 BT (85 km BaratDaya KAB-BLITAR-JATIM)
",TIDAK,M3,D1,M3D1
10/24/2020,-8.517,113.368,10,3.2,MLv,"
	Pusat gempa dilaut 45 km Tenggara Lumajang - Jawa Timur
",TIDAK,M3,D1,M3D1
10/25/2020,-8.679,109.79929,10,2.9,MLv,"
	Pusat gempa di laut 103 km BaratDaya KULONPROGO - DIY
",TIDAK,M2,D1,M2D1
10/26/2020,-7.467,112.37235,29,2.9,MLv,"
	Pusat gempa didarat 7 km BaratLaut KOTA-MOJOKERTO-JATIM
",TIDAK,M2,D1,M2D1
10/27/2020,-8.805,111.04,24,2.6,MLv,"
	Pusat gempa dilaut 69 km Barat daya Pacitan Jatim
",TIDAK,M2,D1,M2D1
10/28/2020,-8.961,111.47727,20,3.5,MLv,"
	Pusat gempa di laut, 96 km Tenggara PACITAN-JATIM
",TIDAK,M3,D1,M3D1
10/29/2020,-7.413,108.98873,22,3,MLv,"
	Pusat gempa dilaut 26 km BaratLaut Banyumas - Jateng
",TIDAK,M2,D1,M2D1
10/30/2020,-8.584,111.14371,38,3.2,MLv,"
	Pusat gempa di laut 45 km Tenggara PACITAN - JATIM
",TIDAK,M3,D1,M3D1
10/31/2020,-9.061,110.68729,10,3,MLv,"
	Pusat gempa dilaut 108 km BaratDaya PACITAN-JATIM
",TIDAK,M2,D1,M2D1
11/1/2020,-9.51,113.1,10,3.8,M,"
	Pusat gempa di laut 153 km&nbsp; Baratdaya Lumajang JATIM
",TIDAK,M3,D1,M3D1
11/2/2020,-8.451,109.08208,73,3.3,MLv,"
	Pusat gempa dilaut 80 km Tenggara CILACAP-JATENG
",TIDAK,M3,D2,M3D2
11/3/2020,-7.801,109.53529,21,2.9,MLv,"
	Pusat gempa dilaut 19 km BaratDaya KEBUMEN-JATENG, dirasakan di Kebumen I-II MMI
",YA,M2,D1,M2D1
11/4/2020,-8.7,110.37522,18,2.9,MLv,"
	Pusat gempa di laut 82 km Barat Daya Gunung Kidul DIY
",TIDAK,M2,D1,M2D1
11/5/2020,-12.67,109.77969,10,4.8,MLv,"
	Pusat gempa di laut 520 km BaratDaya PACITAN - JATIM
",TIDAK,M4,D1,M4D1
11/6/2020,-9.037,111.8071,10,2.7,MLv,"
	Pusat gempa dilaut 106 km Tenggara TRENGGALEK-JATIM
",TIDAK,M2,D1,M2D1
11/7/2020,-8.539,112.83595,106,2.6,MLv,"
	Pusat gempa di laut 53 km Tenggara Kab. Malang - Jatim
",TIDAK,M2,D2,M2D2
11/8/2020,-8.979,111.36059,10,3.4,MLv,"
	Pusat gempa di laut, 93 km Tenggara PACITAN-JATIM
",TIDAK,M3,D1,M3D1
11/9/2020,-9.09,113.82749,15,2.7,MLv,"
	Pusat gempa di laut 101 km Tenggara JEMBER-JATIM
",TIDAK,M2,D1,M2D1
11/10/2020,-8.87,110.97966,22,3.3,MLv,"
	Pusat gempa dilaut 78 km BaratDaya PACITAN-JATIM
",TIDAK,M3,D1,M3D1
11/11/2020,0.4,106.9241143,11,0,,,,,,
11/12/2020,-8.029,109.6766,74,3.3,M,"
	Pusat gempa di laut 40 km Tenggara KEBUMEN-JATENG
",TIDAK,M3,D2,M3D2
11/13/2020,-5.6,109.1794735,11,0,,,,,,
11/14/2020,-7.959,111.72861,130,3.6,MLv,"
	Pusat gempa di darat 14 km TimurLaut TRENGGALEK - JATIM
",TIDAK,M3,D2,M3D2
11/15/2020,-8.803,108.71078,30,4.1,MLv,"
	Pusat gempa dilaut 124 km BaratDaya CILACAP-JATENG
",TIDAK,M4,D1,M4D1
11/16/2020,-8.885,110.2562,26,3.3,MLv,"
	Pusat gempa di laut 106 km BaratDaya GunungKidul-DIY
",TIDAK,M3,D1,M3D1
11/17/2020,-8.578,110.55637,29,2.9,MLv,"
	Pusat gempa di laut, 65 km BaratDaya GUNUNGKIDUL-DIY
",TIDAK,M2,D1,M2D1
11/18/2020,-5.8,106.3074621,11,0,,,,,,
11/19/2020,-3.4,112.1258413,11,0,,,,,,
11/20/2020,-8.011,110.40715,10,2.1,MLv,"
	Pusat gempa di Darat 13 km Tenggara BANTUL - DIY
",TIDAK,M2,D1,M2D1
11/21/2020,-6.9,110.5611054,11,0,,,,,,
11/22/2020,-7.803,111.41843,14,2.8,MLv,"
	Pusat gempa di darat, 8 km BaratLaut PONOROGO-JATIM
",TIDAK,M2,D1,M2D1
11/23/2020,-9.602,113.66984,30,3.3,MLv,"
	Pusat gempa dilaut 156 km Tenggara Jember - Jatim
",TIDAK,M3,D1,M3D1
11/24/2020,-0.6,112.5271618,11,0,,,,,,
11/25/2020,0.7,106.2521071,11,0,,,,,,
11/26/2020,-9.487,111.35276,10,3,MLv,"
	Pusat gempa dilaut 147 km Tenggara PACITAN-JATIM
",TIDAK,M2,D1,M2D1
11/27/2020,-1.9,115.4221584,11,0,,,,,,
11/28/2020,-9.241,110.41,10,3.5,MLv,"
	Pusat gempa di laut 139 km BaratDaya PACITAN-JATIM
",TIDAK,M3,D1,M3D1
11/29/2020,-8.35,109.28,35,3.1,MLv,"
	Pusat gempa di laut 75 km Tenggara Cilacap-Jateng
",TIDAK,M3,D1,M3D1
11/30/2020,-1.3,119.297852,11,0,,,,,,
12/1/2020,-8.4,109.25,29,3.3,MLv,"
	Pusat gempa di laut&nbsp;79 km Tenggara CILACAP-JATENG
",TIDAK,M3,D1,M3D1
12/2/2020,-8.88,109.86,29,3.6,MLv,"
	Pusat gempa di laut 121 km baratdaya Bantul - D.I Yogyakarta
",TIDAK,M3,D1,M3D1
12/3/2020,-9.41,113.2,10,4.5,MLv,"
	Pusat gempa di laut 133 km Tempeh - JATIM
",TIDAK,M4,D1,M4D1
12/4/2020,-8.95,113.14,30,3,MLv,"
	Pusat gempa di laut 82 km Selatan Tempeh - JATIM
",TIDAK,M2,D1,M2D1
12/5/2020,-8.14,113.59,10,2.5,MLv,"
	Pusat gempa didarat 12 km BaratLaut Jember - Jatim
",TIDAK,M2,D1,M2D1
12/6/2020,-8.47,109.68,15,2.6,MLv,"
	Pusat gempa di laut 89 km tenggara Kebumen JATENG
",TIDAK,M2,D1,M2D1
12/7/2020,-8.359,112.84097,29,2.8,MLv,"
	Pusat gempa di darat, 38 km Tenggara KAB-MALANG-JATIM
",TIDAK,M2,D1,M2D1
12/8/2020,-8.872,110.30511,18,3.2,MLv,"
	Pusat gempa di laut 103 BaratDaya GUNUNGKIDUL - DIY
",TIDAK,M3,D1,M3D1
12/9/2020,-2.2,112.3431888,122,0,,,,,,
12/10/2020,-7.1,108.70934,10,3.9,MLv,"
	Pusat gempa di darat 28 km Tenggara KAB. KUNINGAN - JABAR
",TIDAK,M3,D1,M3D1
12/11/2020,-8.602,111.44518,83,3.1,MLv,"
	Pusat gempa di laut, 60 km Tenggara PACITAN-JATIM
",TIDAK,M3,D2,M3D2
12/12/2020,-3.7,114.8533191,12,0,,,,,,
12/13/2020,-8.767,110.59894,19,2.8,MLv,"
	Pusat gempa dilaut 85 km BaratDaya Gunungkidul
",TIDAK,M2,D1,M2D1
12/14/2020,-9.409,113.76031,23,2.8,MLv,"
	Pusat Gempa dilaut 135 km Tenggara JEMBER-JATIM&nbsp;
",TIDAK,M2,D1,M2D1
12/15/2020,-1.4,115.9830978,12,0,,,,,,
12/16/2020,-7.139,111.75965,220,3,MLv,"
	Pusat gempa didarat 14 km BaratLaut BOJONEGORO-JATIM
",TIDAK,M2,D2,M2D2
12/17/2020,-8.58,111.74629,38,2.8,MLv,"
	Pusat gempa di laut, 55 km Tenggara TRENGGALEK-JATIM
",TIDAK,M2,D1,M2D1
12/18/2020,-9.204,110.83501,10,4.1,MLv,"
	Pusat gempa dilaut, 117 km BaratDaya Pacitan Jatim, dirasakan di Parangkusumo Bantul II MMI
",YA,M4,D1,M4D1
12/19/2020,-8.755,112.10249,26,2.8,MLv,"
	PUSAT GEMPA DILAUT 70 KM BARAT DAYA KAB BLITAR JATIM
",TIDAK,M2,D1,M2D1
12/20/2020,-9.057,110.42765,10,4.2,MLv,"
	Pusat gempa di laut 119 km BaratDaya Gunungkidul-DIY
",TIDAK,M4,D1,M4D1
12/21/2020,-8.435,108.90556,19,3.3,MLv,"
	Pusat gempa di laut, 79 km BaratDaya CILACAP-JATENG
",TIDAK,M3,D1,M3D1
12/22/2020,-9.42,112.68,29,4.6,MLv,"
	Pusat gempa dilaut 744 km Selatan Kepanjen - Jatim
",TIDAK,M4,D1,M4D1
12/23/2020,-9.33,110.64,20,3.5,MLv,"
	Pusat gempa dilaut 136 km BaratDaya Pacitan - Jatim
",TIDAK,M3,D1,M3D1
12/24/2020,-8.94,110.12,10,3.1,MLv,"
	Pusat gempa dilaut 118 km Selatan Bantul - DIY
",TIDAK,M3,D1,M3D1
12/25/2020,-8.99,110.44,10,2.9,MLv,"
	Pusat gempa di laut 114 km BaraDaya PACITAN - JATIM
",TIDAK,M2,D1,M2D1
12/26/2020,-7.77,110.6,20,1.9,MLv,"
	Pusat gempa di darat 7 km Selatan KLATEN - JATENG
",TIDAK,M1,D1,M1D1
12/27/2020,-8.89,112.70811,10,3.1,MLv,"Pusat gempa di laut, 85 km Tenggara KAB-MALANG-JATIM",TIDAK,M3,D1,M3D1
12/28/2020,-0.1,117.9264912,12,0,,,,,,
12/29/2020,-8.831,110.35994,25,3.2,MLv,"
	Pusat gempa di laut 97 km BaratDaya Gunungkidul - D.I Yogyakarta
",TIDAK,M3,D1,M3D1
12/30/2020,-8.575,110.72773,18,3.2,MLv,"
	Pusat gempa dilaut 60 km BaratDaya PACITAN-JATIM
",TIDAK,M3,D1,M3D1
12/31/2020,0.2,113.6398358,12,0,,,,,,
1/1/2021,0.6,113.5633411,10,0,,,,,,
1/2/2021,-8.074,109.62569,60,2.7,MLv,"
	Pusat gempa dilaut 45 km BaratDaya KEBUMEN-JATENG&nbsp;
",TIDAK,M2,D2,M2D2
1/3/2021,-1.3,110.5860145,10,0,,,,,,
1/4/2021,-8.453,109.01801,18,3.5,MLv,"
	Pusat gempa di laut 80 km Tenggara CILACAP - JATENG
",TIDAK,M3,D1,M3D1
1/5/2021,-8.925,110.27662,10,3.1,MLv,"
	Pusat gempa di laut 109 km BaratDaya gunungkidul-DIY
",TIDAK,M3,D1,M3D1
1/6/2021,-1.3,117.7960945,10,0,,,,,,
1/7/2021,-8.789,111.20058,20,3.4,MLv,"
	Pusat gempa di laut 68 km Tenggara PACITAN-JATIM
",TIDAK,M3,D1,M3D1
1/8/2021,-8.536,108.92644,26,2.8,MLv,"
	Pusat gempa di laut 90 km BaratDaya CILACAP-JATENG
",TIDAK,M2,D1,M2D1
1/9/2021,-10.91,109.60459,10,4.3,MLv,"
	Pusat gempa di laut 342 km BaratDaya Gunungkidul DIY
",TIDAK,M4,D1,M4D1
1/10/2021,-9.143,113.5502,26,3.5,MLv,"
	Di Laut&nbsp;105 km BaratDaya JEMBER-JATIM
",TIDAK,M3,D1,M3D1
1/11/2021,-7.931,110.48985,10,2.5,MLv,"
	Pusat gempa di darat 15 km Baratlaut GUNUNGKIDUL - DIY
",TIDAK,M2,D1,M2D1
1/12/2021,-4.7,120.0484061,12,0,,,,,,
1/13/2021,-9.601,110.40001,10,3.4,MLv,"
	Pusat gempa di laut 120 km BaratDaya GUNUNGKIDUL-DIY
",TIDAK,M3,D1,M3D1
1/14/2021,-8.47,108.73,44,4.2,MLv,"
	Pusat gempa di laut 87 km barat daya Cilacap Jateng
",TIDAK,M4,D1,M4D1
1/15/2021,-8.85,112.46,84,2.9,MLv,"
	Pusat gempa di laut 80 km BaratDaya Kepanjen - Jawa Timur
",TIDAK,M2,D2,M2D2
1/16/2021,-8.381,110.82176,14,2.5,MLv,"
	Pusat gempa di laut 38 km BaratDaya PACITAN-JATIM
",TIDAK,M2,D1,M2D1
1/17/2021,-9.081,113.16562,10,3.1,MLv,"
	Pusat gempa dilaut 105 Km Barat Daya Lumajang - JATIM
",TIDAK,M3,D1,M3D1
1/18/2021,-8.991,110.59764,39,4.9,MLv,"
	Pusat gempa di laut 97 km BaratDaya PACITAN-JAWA TIMUR
",TIDAK,M4,D1,M4D1
1/19/2021,-8.781,109.70253,22,3,M,"
	Di Laut 115 km Barat Daya Bantul - DIY
",TIDAK,M2,D1,M2D1
1/20/2021,-7.4,106.611294,12,0,,,,,,
1/21/2021,-8.313,111.77749,80,2.8,MLv,"
	Pusat gempa dilaut 26 km Tenggara Trenggalek - Jatim
",TIDAK,M2,D2,M2D2
1/22/2021,-8.83,113.61,10,3,MLv,"
	Pusat gempa dilaut 70 km Barat daya Jember Jatim
",TIDAK,M2,D1,M2D1
1/23/2021,-8.952,110.3876,68,3.1,MLv,"
	Pusat gempa di laut 109 km BaratDaya GUNUNGKIDUL-DIY
",TIDAK,M3,D2,M3D2
1/24/2021,-10.89,111.15385,10,3.9,MLv,"
	Pusat gempa dilaut 301 Km Tenggara Pacitan - Jatim
",TIDAK,M3,D1,M3D1
1/25/2021,-8.805,110.7426,27,2.9,MLv,"Pusat gempa di laut, 80 km BaratDaya PACITAN-JATIM",TIDAK,M2,D1,M2D1
1/26/2021,-8.379,111.73081,62,2.9,MLv,"
	Pusat gempa di laut 32 km Tenggara TRENGGALEK-JATIM
",TIDAK,M2,D2,M2D2
1/27/2021,-8.898,110.66676,10,2.7,MLv,"
	Pusat gempa di laut 75 km BaratDaya PACITAN - JATIM
",TIDAK,M2,D1,M2D1
1/28/2021,-9.164,110.34991,10,3,MLv,"
	Pusat gempa di laut 133km BaratDaya GUNUNGKIDUL-DIY
",TIDAK,M2,D1,M2D1
1/29/2021,-9.216,110.30814,10,4.5,MLv,"
	Pusat gempa di laut&nbsp;139 km BaratDaya GUNUNGKIDUL-DIY
",TIDAK,M4,D1,M4D1
1/30/2021,-9.236,110.53714,27,3.3,M,"Pusat gempa dilaut, 133 km BaratDaya PACITAN-JATIM",TIDAK,M3,D1,M3D1
1/31/2021,-8,110.43197,11,2.3,MLv,"
	Pusat gempa didarat 13 km Tenggara Bantul - DIY
",TIDAK,M2,D1,M2D1
2/1/2021,-8.394,108.91101,78,4.2,MLv,"
	Pusat gempa dilaut 74 Km Barat Daya Cilacap-Jateng
",TIDAK,M4,D2,M4D2
2/2/2021,-9.192,112.99591,24,3.7,MLv,"
	Pusat gempa dilaut 120 km BaratDaya LUMAJANG-JATIM
",TIDAK,M3,D1,M3D1
2/3/2021,-9,111.29631,10,4.6,M,"
	Pusat Gempa di laut 93 km Tenggara Pacitan Jatim
",TIDAK,M4,D1,M4D1
2/4/2021,-8.637,110.02025,30,3,MLv,"
	Pusat gempa di laut 89 km Baratdaya Bantul - D.I Yogyakarta
",TIDAK,M2,D1,M2D1
2/5/2021,-8.817,110.31418,24,3,MLv,"
	Pusat gempa dilaut 97 km BaratDaya GunungKidul - D.I Yogyakarta
",TIDAK,M2,D1,M2D1
2/6/2021,-8.177,110.51517,10,2.4,MLv,"
	Pusat gempa di laut 23 km BaratDaya GUNUNGKIDUL - DIY
",TIDAK,M2,D1,M2D1
2/7/2021,-9.281,111.34827,10,4.7,MLv,"
	Pusat gempa di laut 125 km Tenggara PACITAN-JATIM
",TIDAK,M4,D1,M4D1
2/8/2021,-9.652,111.76502,10,3.4,M,"
	Pusat gempa di laut, 174 km Tenggara TRENGGALEK-JATIM
",TIDAK,M3,D1,M3D1
2/9/2021,-8.359,109.2705,39,3.6,MLv,"
	Pusat di laut, 76 km Tenggara Cilacap Jateng
",TIDAK,M3,D1,M3D1
2/10/2021,-8.05,110.36607,12,2,MLv,"
	Pusat gempa di darat 16 km Tenggara BANTUL-DIY
",TIDAK,M1,D1,M1D1
2/11/2021,-8.887,110.25469,28,2.7,MLv,"
	Pusat gempa di laut 106 km BaratDaya GUNUNGKIDUL-DIY
",TIDAK,M2,D1,M2D1
2/12/2021,-9.456,112.8789,10,3.2,MLv,"
	Pusat gempa dilaut 150 km Tenggara KAB-MALANG-JATIM
",TIDAK,M3,D1,M3D1
2/13/2021,-7.989,110.45753,8,1.9,MLv,"
	Pusat gempa di darat, 15 km Tenggara BANTUL-DIY
",TIDAK,M1,D1,M1D1
2/14/2021,-8.796,109.77645,16,3,MLv,"
	Pusat gempa dilaut, 116 km BaratDaya KULONPROGO-DIY
",TIDAK,M2,D1,M2D1
2/15/2021,-6.376,112.09219,637,5,Mw-Mwp,"
	Pusat gempa di laut 58 km TimurLaut TUBAN-JATIM
",TIDAK,M4,D3,M4D3
2/16/2021,-8.691,111.42905,10,3.3,MLv,"
	Pusat gempa di laut 67 km Tenggara PACITAN - JATIM
",TIDAK,M3,D1,M3D1
2/17/2021,-8.25,109.04606,14,3,MLv,"
	Pusat gempa dilaut&nbsp; 58 km Tenggara CILACAP-JATENG
",TIDAK,M2,D1,M2D1
2/18/2021,-9.212,113.16454,10,4.3,MLv,"
	Pusat gempa di laut, 120 km BaratDaya LUMAJANG-JATIM
",TIDAK,M4,D1,M4D1
2/19/2021,-9.135,110.11386,16,3.1,MLv,"
	Pusat gempa di laut, 138 km BaratDaya Gunungkidul DIY
",TIDAK,M3,D1,M3D1
2/20/2021,-8.848,111.2096,19,3.1,MLv,"
	Pusat gempa di laut 75 km Tenggara Pacitan - JATIM
",TIDAK,M3,D1,M3D1
2/21/2021,-8.65,108.96396,10,3.2,MLv,"
	Pusat gempa sdi laut 102 km BaratDaya CILACAP - JATENG
",TIDAK,M3,D1,M3D1
2/22/2021,-8.571,112.18233,47,2.9,MLv,"
	Pusat gempa dilaut 48 km BaratDaya KAB-BLITAR-JATIM
",TIDAK,M2,D1,M2D1
2/23/2021,-8.171,111.69111,114,2.4,MLv,"
	Pusat gempa didarat 9 km Barat Daya Trenggalek
",TIDAK,M2,D2,M2D2
2/24/2021,-7.559,109.08265,224,3.2,MLv,"
	Pusat gempa di darat 20 km Timur Laut Cilacap - JATENG
",TIDAK,M3,D2,M3D2
2/25/2021,-10.19,108.68549,20,3.5,MLv,"
	Pusat gempa di laut 276 km BaratDaya CILACAP-JATENG
",TIDAK,M3,D1,M3D1
2/26/2021,-8.323,108.6282,15,3.2,MLv,"
	Pusat gempa dilaut 70 Km Tenggara Pangandaran
",TIDAK,M3,D1,M3D1
2/27/2021,-9.163,111.31026,10,2.5,MLv,"
	Pusat gempa di laut 111 km Tenggara PACITAN-JATIM

	&nbsp;
",TIDAK,M2,D1,M2D1
2/28/2021,-8.324,110.35181,22,2.5,MLv,"
	Pusat gempa di laut 46 km BaratDaya BANTUL-DIY
",TIDAK,M2,D1,M2D1
3/1/2021,-6.4,112.5406966,30,0,,,,,,
3/2/2021,-9.025,113.8507,45,3.1,MLv,"
	Pusat gempa di laut 95 km Tenggara JEMBER-JATIM
",TIDAK,M3,D1,M3D1
3/3/2021,-8.913,112.94944,94,3.6,MLv,"
	Pusat gempa dilaut 92 km BaratDaya LUMAJANG-JATIM
",TIDAK,M3,D2,M3D2
3/4/2021,-2.5,111.2738977,30,0,,,,,,
3/5/2021,-8.751,110.93588,24,2.4,MLv,"
	Pusat gempa di laut, 66 km BaratDaya PACITAN-JATIM

	&nbsp;
",TIDAK,M2,D1,M2D1
3/6/2021,-7.98,111.43,125,2.6,MLv,"
	Pusat gempa di darat 13 km BaratDaya Ponorogo Jatim
",TIDAK,M2,D2,M2D2
