Tanggal,OriginTime,Latitude,Longitude,Kedalaman (km),Magnitude,Type,Keterangan,Dirasakan,M,D,MD,No
12/17/2018,00:37:02,-8.44,109.2,40,3.8,MLv,"
	Pusat gempa di laut 83 km Tenggara Cilacap Jateng
",TIDAK,M3,D1,M3D1,710
12/18/2018,06:21:14,-9.02,111.17,10,4.6,MLv,"
	Pusat gempa di laut, 93 km Tenggara PACITAN-JATIM, dirasakan II-III MMI di trenggalek Jawa Timur
",TIDAK,M4,D1,M4D1,711
12/19/2018,11:24:18,-9.42,112.78,10,3,MLv,"
	Pusat gempa di laut 131 km Tenggara KAB-MALANG-JATIM
",TIDAK,M2,D1,M2D1,712
12/20/2018,05:51:39,-9.17,113.02,10,2.8,MLv,"
	Pusat gempa berada di laut 132 km Tenggara Malang - JATIM
",TIDAK,M2,D1,M2D1,713
12/21/2018,06:51:39,-6.9,107.5433273,12,0,,,,,,,714
12/22/2018,06:10:14,-8.35,108.94,45,2.6,MLv,"
	Pusat gempa dilaut 73 km Barat Daya Cilacap Jateng
",TIDAK,M2,D1,M2D1,715
12/23/2018,16:48:02,-8.47,111.08,10,2.9,MLv,Pusat Gempa dilaut 32 km Barat Daya PACITAN-JATIM,TIDAK,M2,D1,M2D1,716
12/24/2018,17:48:02,-5.8,119.7180568,12,0,,,,,,,717
12/25/2018,05:07:17,-8.83,111.38,10,3.6,MLv,"
	Pusat gempa di laut 78 km Tenggara PACITAN-JATIM
",TIDAK,M3,D1,M3D1,718
12/26/2018,00:34:13,-9.4,112.83,29,3.2,MLv,"
	Pusat gempa dilaut 129 km tenggara Kab. Malang - Jatim
",TIDAK,M3,D1,M3D1,719
12/27/2018,02:21:38,-8.83,110.9,10,2.9,MLv,"
	Pusat gempa di laut 75 km Barat daya Pacitan Jatim
",TIDAK,M2,D1,M2D1,720
12/28/2018,16:29:10,-8.98,112.76,10,3.3,MLv,"Pusat gempa (105 km Tenggara Malang-JATIM
",TIDAK,M3,D1,M3D1,721
12/29/2018,12:52:19,-9.02,112.72,10,3.3,MLv,"
	Pusat gempa di laut 86 km tenggara Kab. Malang - Jawa Timur
",TIDAK,M3,D1,M3D1,722
12/30/2018,23:08:03,-9.6,113.93,20,3.1,MLv,Pusat gempa di laut 157 km Barat Daya JEMBRANA-BALI,TIDAK,M3,D1,M3D1,723
12/31/2018,08:59:21,-9.24,113.12,10,3.7,MLv,Pusat gempa di laut 119 km Tenggara KAB-MALANG-JATIM,TIDAK,M3,D1,M3D1,724
1/1/2019,04:52:10,-8.73,111.92,184,3.5,MLv,"	Pusat gempa di laut 71 km Barat Daya TULUNGAGUNG-JATIM",TIDAK,M3,D2,M3D2,725
1/2/2019,00:51:26,-8.85,112.38,89,3.4,MLv,"	Pusat gempa di laut, 77 km BaratDaya KAB-MALANG-JATIM",TIDAK,M3,D2,M3D2,726
1/3/2019,07:42:33,-9.02,109.78,10,4.1,MLv,"	Pusat gempa di laut, 139 km BaratDaya BANTUL-DIY",TIDAK,M4,D1,M4D1,727
1/4/2019,04:56:15,-9.21,111.85,20,3.1,MLv,"	Pusat gempa berada di laut 124 km Barat Daya Tulung Agung-Jatim",TIDAK,M3,D1,M3D1,728
1/5/2019,23:53:41,-10.18,108.57,10,4.1,MLv,"	Pusat gempa di laut 277 km BaratDaya KAB-PANGANDARAN-JABAR",TIDAK,M4,D1,M4D1,729
1/6/2019,19:55:40,-10.08,108.83,10,3.8,MLv,"	Pusat gempa di laut 265 km barat daya cilacap Jateng",TIDAK,M3,D1,M3D1,730
1/7/2019,16:58:49,-8.32,109.09,11,4.5,M,"	Pusat gempa di laut 69 km Tenggara CILACAP-JTENG.dirasakan di Pangandaran, Cilacap I-II MMI ",YA,M4,D1,M4D1,731
1/8/2019,07:02:22,-8.85,111.67,10,3,MLv,"Pusat gempa 	di laut 85 km BaratDaya TRENGGALEK-JATIM",TIDAK,M2,D1,M2D1,732
1/9/2019,01:41:49,-8.7,113.61,79,3.7,MLv,"	Pusat gempa di laut 59 km BaratDaya JEMBER-JATIM",TIDAK,M3,D2,M3D2,733
1/10/2019,15:32:54,-8.74,111.77,30,2.7,MLv,"	Pusat gempa dilaut 72 km tenggara Trenggalek-Jatim",TIDAK,M2,D1,M2D1,734
1/11/2019,13:19:31,-9.26,112.98,10,3.2,MLv,"	Pusat gempa di laut 116 km Tenggara kab Malang Jatim",TIDAK,M3,D1,M3D1,735
1/12/2019,00:57:24,-7.86,111.99,9,2.1,MLv,"	Pusat gempa di darat, 3 km BaratDaya KOTA-KEDIRI-JATIM",TIDAK,M2,D1,M2D1,736
1/13/2019,08:36:04,-10.24,109,20,4,M,"	Pusat gempa di laut, 282 km BaratDaya CILACAP-JATENG",TIDAK,M3,D1,M3D1,737
1/14/2019,19:12:40,-8.87,110.77,17,2.8,MLv,"	Pusat gempa di laut 85 km BD Pacitan",TIDAK,M2,D1,M2D1,738
1/15/2019,13:05:12,-9.23,111.96,20,3.5,MLv,"	Pusat gempa di laut 125 km BaratDaya KAB-BLITAR-JATIM",TIDAK,M3,D1,M3D1,739
1/16/2019,16:03:09,-10.82,110.86,10,3.8,MLv,"	Pusat gempa di laut 293 km Barat daya Pacitan Jatim",TIDAK,M3,D1,M3D1,740
1/17/2019,02:40:42,-10.43,113.28,10,4.3,MLv,"	Pusat gempa dilaut 251 km Tenggara KAB-MALANG-JATIM",TIDAK,M4,D1,M4D1,741
1/18/2019,10:13:08,-9.06,112.35,30,2.8,MLv,"	Pusat gempa di laut, 99 km Barat Daya KAB-MALANG-JATIM",TIDAK,M2,D1,M2D1,742
1/19/2019,13:58:26,-9.08,112.73,10,2.6,MLv,"	Pusat gempa di laut 93km Tenggara Kab Malang Jatim",TIDAK,M2,D1,M2D1,743
1/20/2019,01:06:16,-10.76,111.59,10,3.8,MLv,"	Pusat gempa di laut 291 km Tenggara Pacitan",TIDAK,M3,D1,M3D1,744
1/21/2019,15:41:50,-8.77,108.86,10,3.3,MLv,"	Psat gempa di laut 120 km Barat Daya Cilacap - Jateng",TIDAK,M3,D1,M3D1,745
1/22/2019,16:03:26,-9.01,111.29,28,3.2,MLv,"	Pusat gempa di laut 94 km Tenggara PACITAN-JATIM",TIDAK,M3,D1,M3D1,746
1/23/2019,06:32:54,-9.42,112.89,8,3,MLv,"	pusat gempa di lau 147 Km Selatan LUMAJANG - JATIM",TIDAK,M2,D1,M2D1,747
1/24/2019,16:05:46,-9,112.93,87,3.8,MLv,"	Pusat Gempa dlaut 87 km Tenggara KAB-MALANG-JATIM",TIDAK,M3,D2,M3D2,748
1/25/2019,06:23:24,-8.92,112.75,11,3.4,MLv,"	Pusat gempa di laut 75 km Tenggara KAB-MALANG-JATIM",TIDAK,M3,D1,M3D1,749
1/26/2019,07:23:24,-6.6,114.8430958,12,0,,,,,,,750
1/27/2019,18:46:55,-9.11,113,10,2.9,MLv,"	Pusat gempa di laut 101 km Tenggara KAB-MALANG-JATIM",TIDAK,M2,D1,M2D1,751
1/28/2019,05:25:05,-9.06,110.19,10,3.1,MLv,"	Pusat gempa di laut, 123 km BaratDaya GUNUNGKIDUL-DIY",TIDAK,M3,D1,M3D1,752
1/29/2019,00:09:54,-8.59,111.32,106,3.9,M,"	Pusat gempa dilaut 51 km tenggara Pacitan - Jatim",TIDAK,M3,D2,M3D2,753
1/30/2019,12:08:35,-8.53,112.23,104,3.3,MLv,"	Pusat gempa dilaut 44 km tengara Kab. Blitar-Jatim",TIDAK,M3,D2,M3D2,754
1/31/2019,06:08:30,-9.63,111.84,9,3.7,MLv,"	Pusat gempa di laut 171 km BaratDaya KAB-BLITAR-JATIM",TIDAK,M3,D1,M3D1,755
2/1/2019,03:18:05,-9.1,112.44,10,3.6,MLv,"	Pusat gempa di laut, 100 km BaratDaya KAB-MALANG-JATI",TIDAK,M3,D1,M3D1,756
2/2/2019,04:18:05,-3.2,112.5263568,20,0,,,,,,,757
2/3/2019,22:46:34,-9.16,113.36,10,2.8,MLv,"	Pusat gempa dilaut 116 km BaratDaya JEMBER-JATIM",TIDAK,M2,D1,M2D1,758
2/4/2019,02:42:21,-7.23,109.46,18,2.5,MLv,"	Pusat gempa di darat 9 km TimurLaut PURBALINGGA-JATEN",TIDAK,M2,D1,M2D1,759
2/5/2019,03:42:21,-2.5,106.9403896,20,0,,,,,,,760
2/6/2019,11:27:52,-8.85,111.57,23,3.1,MLv,"	Pusat gempa di laut 65 km BaratDaya Trenggalek Jatim",TIDAK,M3,D1,M3D1,761
2/7/2019,08:13:42,-8.58,113.01,99,3.2,MLv,"	Pusat gempa di laut 49 km Tenggara KAB-MALANG-JATIM",TIDAK,M3,D2,M3D2,762
2/8/2019,09:13:42,1.0,113.7627675,20,0,,,,,,,763
2/9/2019,12:06:54,-7.93,110.75,25,2.2,MLv,"	Pusat gempa didarat 18 km timur laut Gunungkidul-DIY",TIDAK,M2,D1,M2D1,764
2/10/2019,10:00:58,-8.52,108.71,25,3.6,MLv,"	Pusat gempa di laut 93 km Tenggara KAB-PANGANDARAN-JABAR",TIDAK,M3,D1,M3D1,765
2/11/2019,11:00:58,-2.1,107.6828457,22,0,,,,,,,766
2/12/2019,03:49:43,-9.23,109.97,30,3.5,MLv,"	Pusat gempa di laut 151 km BaratDaya GUNUNGKIDUL-DIY",TIDAK,M3,D1,M3D1,767
2/13/2019,19:58:46,-9.15,112.58,15,4.8,MLv,"	Pusat gempa di laut 101 km BaratDaya KAB-MALANG-JATI",TIDAK,M4,D1,M4D1,768
2/14/2019,18:55:42,-9.03,112.74,10,4,MLv,"	Pusat gempa di laut 87 km Tenggara Kab. Malanag Jatim",TIDAK,M3,D1,M3D1,769
2/15/2019,19:55:42,-7.4,112.8851937,22,0,,,,,,,770
2/16/2019,08:06:11,-9.68,113.9,10,2.8,MLv,"	Pusat gempa dilaut 166 km BaratDaya JEMBRANA-BALI",TIDAK,M2,D1,M2D1,771
2/17/2019,17:01:58,-8.87,112.54,20,3.1,MLv,"	Pusat gempa di laut, 72 km BaratDaya KAB-MALANG-JATIM",TIDAK,M3,D1,M3D1,772
2/18/2019,01:21:40,-9.51,113.84,10,3.1,MLv,"	Pusat gempa di laut 149 km Tenggara JEMBER-JATIM",TIDAK,M3,D1,M3D1,773
2/19/2019,00:25:00,-6.65,109.31,11,2.7,MLv,"	pusat gempa di laut 30 km BaratLaut PEMALANG-JATENG",TIDAK,M2,D1,M2D1,774
2/20/2019,01:39:34,-9.56,113.99,12,2.9,MLv,"	Pusat gempa dilaut 150 km BaratDaya JEMBRANA-BALI",TIDAK,M2,D1,M2D1,775
2/21/2019,03:06:10,-9.2,112.8,35,3.8,M,"	Pusat gempa di laut 106 Km Tenggara Kab. Malang - Jawa Timur",TIDAK,M3,D1,M3D1,776
2/22/2019,05:35:21,-9.15,112.75,21,3,MLv,"	Pusat gempa di laut 100 km Tenggara KAB-MALANG-JATIM",TIDAK,M2,D1,M2D1,777
2/23/2019,07:11:17,-9.69,112.76,11,4.1,,"	Pusat gempa di laut 160 km Tenggara Kab. Malang Jatim",TIDAK,M4,D1,M4D1,778
2/24/2019,23:18:15,-9.23,113.46,24,2.9,MLv,"	Pusat gempa di laut 120 km BaratDaya JEMBER-JATIM",TIDAK,M2,D1,M2D1,779
2/25/2019,00:18:15,-6.9,107.9439739,22,0,,,,,,,780
2/26/2019,01:18:15,-3.9,107.7444865,22,0,,,,,,,781
2/27/2019,20:14:16,-9.12,113.23,29,3,MLv,"	Pusat gempa di laut, 113 km Tenggara KAB-MALANG-JATIM",TIDAK,M2,D1,M2D1,782
2/28/2019,21:14:16,-9.12,113.23,29,0,,,,,,,783
3/1/2019,08:02:57,-9.3,113.96,23,2.8,MLv,"	Pusat gempa di laut 127 km BaratDaya JEMBRANA-BALI",TIDAK,M2,D1,M2D1,784
3/2/2019,00:28:55,-7.76,110.96,10,2.4,MLv,"	Pusat gempa didarat 16 km BaratLaut WONOGIRI-JATENG",TIDAK,M2,D1,M2D1,785
3/3/2019,00:43:56,-8.39,109.17,30,4,MLv,"	Pusat gempa di laut, 78 km Tenggara CILACAP-JATENG",TIDAK,M3,D1,M3D1,786
3/4/2019,01:43:56,-3.8,112.5348838,30,0,,,,,,,787
3/5/2019,06:59:38,-9.07,111.29,10,2.9,MLv,"	Pusat gempa di laut 101 km Tenggara Pacitan",TIDAK,M2,D1,M2D1,788
3/6/2019,07:59:38,-4.7,113.4905866,30,0,,,,,,,789
3/7/2019,07:35:20,-8.7,110.29,31,3,MLv,"	Pusat gempa dilaut 82 km BaratDaya GUNUNGKIDUL-DIY",TIDAK,M2,D1,M2D1,790
3/8/2019,00:26:36,-9.04,110.26,10,3.1,MLv,"	Pusat gempa di laut, 118 km BaratDaya GUNUNGKIDUL-DIY",TIDAK,M3,D1,M3D1,791
3/9/2019,05:14:53,-9.22,111.03,23,4.3,MLv,"	pusat gempa di laut 115 km barat daya Pacitan Jatim",TIDAK,M4,D1,M4D1,792
3/10/2019,09:21:43,-9.51,112.59,10,5,MLv,"	Pusat gempa di laut, 141 km BaratDaya KAB-MALANG-JATIM",TIDAK,M4,D1,M4D1,793
3/11/2019,03:52:31,-8.69,109.24,10,2.9,MLv,"	Pusat gempa di laut 112 km Tenggara CILACAP-JATENG",TIDAK,M2,D1,M2D1,794
3/12/2019,01:12:24,-5.78,110.17,570,4.9,MLv,"	Pusat gempa dilaut 104 km BaratLaut JEPARA-JATENG",TIDAK,M4,D3,M4D3,795
3/13/2019,02:12:24,-2.6,116.417488,32,0,,,,,,,796
3/14/2019,07:48:22,-10.85,112.25,20,4.2,MLv,"	Pusat gempa di laut, 294 km BaratDaya KAB-MALANG-JATIM",TIDAK,M4,D1,M4D1,797
3/15/2019,08:48:22,-5.0,114.5157762,32,0,,,,,,,798
3/16/2019,00:41:21,-8.68,112.74,15,3.2,MLv,"	Pusat gempa di laut 48 km Tenggara KAB-MALANG-JATIM",TIDAK,M3,D1,M3D1,799
3/17/2019,14:22:18,-11.26,112.21,30,4,MLv,"	Pusat gempa di laut 339 km BaratDaya KAB-MALANG-JATIM",TIDAK,M3,D1,M3D1,800
3/18/2019,07:28:16,-8.96,112.14,10,3.9,M,"	Pusat gempa di laut, 92 km BaratDaya KAB-BLITAR-JATIM",TIDAK,M3,D1,M3D1,801
3/19/2019,10:34:52,-7.87,111.93,5,3.5,MLv,"Pusat gempa didarat 10 km BaratDaya KOTA-KEDIRI-JATIM di rasakan di Sawahan, Loceret dan Ngetor (Kab. Nganjuk) I-II MMI",YA,M3,D1,M3D1,802
3/20/2019,02:12:47,-9.35,112.16,19,3.3,MLv,"	Pusat gempa di laut 135 km BaratDaya KAB-BLITAR-JATIM",TIDAK,M3,D1,M3D1,803
3/21/2019,03:12:47,-6.8,119.4614498,32,0,,,,,,,804
3/22/2019,04:12:47,0.0,110.1531394,32,0,,,,,,,805
3/23/2019,23:39:41,-8.24,110.11,10,2.5,MLv,"	Pusat gempa di laut 46 km BaratDaya BANTUL-DIY",TIDAK,M2,D1,M2D1,806
3/24/2019,18:44:53,-8.87,112.52,10,3.1,MLv,"	Pusat gempa dilaut 81 km baratdaya Kab. Malang-Jatim",TIDAK,M3,D1,M3D1,807
3/25/2019,19:44:53,-6.2,107.5803459,32,0,,,,,,,808
3/26/2019,00:54:45,-9.32,113.51,12,3.6,MLv,"	Pusat gempa di laut 125 km BaratDaya JEMBER-JATIM",TIDAK,M3,D1,M3D1,809
3/27/2019,01:54:45,-4.3,111.4249746,32,0,,,,,,,810
3/28/2019,02:54:45,-2.6,110.933769,32,0,,,,,,,811
3/29/2019,10:29:53,-8.88,111.16,10,2.8,MLv,"	Pusat gempa dilaut 78 km tenggara Pacitan-Jatim",TIDAK,M2,D1,M2D1,812
3/30/2019,07:05:19,-9.09,112.5,31,2.9,MLv,"	Pusat gempa di laut 106 km BaratDaya Kab-Malang-JATIM",TIDAK,M2,D1,M2D1,813
3/31/2019,04:41:33,-8.98,112.33,10,2.7,MLv,"	Pusat gempa dilaut 95 km Tenggara KAB-BLITAR-JATIM",TIDAK,M2,D1,M2D1,814
4/1/2019,20:39:53,-8.85,111.01,10,2.6,,Pusat gempa di laut 75 km BaratDaya PACITAN-JATIM,TIDAK,M2,D1,M2D1,815
4/2/2019,15:47:23,-9.24,113.44,10,3.1,MLv,"	Pusat gempa dilaut 118 km BaratDaya Jember - Jawa Timu",TIDAK,M3,D1,M3D1,816
4/3/2019,00:53:20,-8.93,113.68,10,2.2,MLv,"	Pusat gempa di laut 81 km Tenggara JEMBER-JATIM",TIDAK,M2,D1,M2D1,817
4/4/2019,15:31:56,-8.81,110.27,26,3.1,MLv,"	Pusat gempa di laut 98 km BaratDaya GUNUNGKIDUL-DIY",TIDAK,M3,D1,M3D1,818
4/5/2019,16:31:56,-3.7,111.7281568,40,0,,,,,,,819
4/6/2019,17:31:56,-0.1,119.7804123,40,0,,,,,,,820
4/7/2019,07:55:34,-7.99,108.8,75,2.8,M,"	Pusat gempa di laut 37 Km Barat Daya Cilacap - Jawa Tengah",TIDAK,M2,D2,M2D2,821
4/8/2019,13:37:20,-9.21,112.66,30,3.4,MLv,"	Pusat gempa di laut, 119 km Tenggara KAB-MALANG-JATIM",TIDAK,M3,D1,M3D1,822
4/9/2019,03:38:35,-7.63,110.7,10,2.4,MLv,"	Pusat gempa di darat 13 km Tenggara BOYOLALI-JATENG",TIDAK,M2,D1,M2D1,823
4/10/2019,16:28:54,-9.06,110.69,10,3.6,MLv,"	Pusat gempa di laut 108 km BaratDaya PACITAN-JATIM",TIDAK,M3,D1,M3D1,824
4/11/2019,01:30:19,-8.79,112.11,26,2.9,MLv,"	Pusat gempa di laut, 73 km BaratDaya KAB-BLITAR-JATIM",TIDAK,M2,D1,M2D1,825
4/12/2019,17:38:43,-9.34,111.63,10,2.9,MLv,"	Pusat gempa berada di laut 139 km BaratDaya Trenggalek Jatim",TIDAK,M2,D1,M2D1,826
4/13/2019,08:29:24,-9.04,113.66,20,2.2,MLv,"	Pusat gempa dilaut 93 km tenggara Jember-Jatim",TIDAK,M2,D1,M2D1,827
4/14/2019,08:52:16,-9.45,112.91,10,3.4,MLv,"	Pusat gempa dilaut 149 km BaratDaya LUMAJANG-JATIM",TIDAK,M3,D1,M3D1,828
4/15/2019,09:52:16,-5.0,106.6876695,42,0,,,,,,,829
4/16/2019,03:19:38,-8.63,111.69,21,2.6,MLv,"	Pusat gempa di laut, 60 km BaratDaya TRENGGALEK-JATIM",TIDAK,M2,D1,M2D1,830
4/17/2019,00:25:50,-8.6,109.73,5,3,MLv,"	Pusat gempa di laut 99 km BaratDaya Kulonpogo",TIDAK,M2,D1,M2D1,831
4/18/2019,00:46:05,-9.33,110.82,10,3.6,MLv,"	pusat gempa di laut 131 km barat daya Pacitan Jatim",TIDAK,M3,D1,M3D1,832
4/19/2019,09:41:08,-8.51,109.72,27,2.8,MLv,"	Pusat gempa di laut 91 km BaratDaya KULONPROGO-DIY",TIDAK,M2,D1,M2D1,833
4/20/2019,22:49:37,-8.26,110.08,84,3.1,MLv,"	Pusat gempa di laut 50 km BaratDaya BANTUL-DIY",TIDAK,M3,D2,M3D2,834
4/21/2019,04:12:56,-9.33,109.49,10,4.3,MLv,"	Pusat gempa di laut 184 km BaratDaya KULONPROGO-DIY",TIDAK,M4,D1,M4D1,835
4/22/2019,05:12:56,-0.4,113.0841989,42,0,,,,,,,836
4/23/2019,17:14:48,-7.34,111.6,8,2.9,MLv,"	Pusat gempa di darat, 18 km TimurLaut NGAWI-JATIM",TIDAK,M2,D1,M2D1,837
4/24/2019,11:34:39,-9.11,112.94,25,3.4,MLv,"	Pusat gempa di laut 113 km BaratDaya LUMAJANG-JATIM",TIDAK,M3,D1,M3D1,838
4/25/2019,06:07:12,-10.58,113.56,10,3.5,MLv,"	Pusat gempa di laut 265 km BaratDaya JEMBER-JATIM",TIDAK,M3,D1,M3D1,839
4/26/2019,07:07:12,0.9,115.7982034,42,0,,,,,,,840
4/27/2019,09:58:29,-8.79,109.84,10,2.7,MLv,"	Pusat gempa di laut, 113 km BaratDaya BANTUL-DIY",TIDAK,M2,D1,M2D1,841
4/29/2019,11:56:21,-9.23,111.38,24,3,MLv,"	Pusat gempa di laut 120 km Tenggara PACITAN - JATIM",TIDAK,M2,D1,M2D1,842
4/30/2019,12:56:21,-0.8,113.6873562,42,0,,,,,,,843
5/1/2019,09:26:13,-8.61,111.11,10,2.6,MLv,"	Pusat gempa dilaut 47 km Tenggara Pacitan Jawa Timur",TIDAK,M2,D1,M2D1,844
5/2/2019,16:40:52,-8.74,113.3,116,2.7,MLv,"	Pusat gempa dilaut 67 km Tenggara LUMAJANG-JATIM",TIDAK,M2,D2,M2D2,845
5/3/2019,17:40:52,-5.7,108.1110332,50,0,,,,,,,846
5/4/2019,00:23:11,-8.28,109.75,94,2.9,MLv,"	Pusat gempa di laut 68 km Tenggara KEBUMEN-JATENG",TIDAK,M2,D2,M2D2,847
5/5/2019,07:00:53,-10.44,113.51,10,3.6,MLv,"	Pusat gempa 249 km Barat Daya Jember Jatim",TIDAK,M3,D1,M3D1,848
5/6/2019,08:00:53,-3.9,115.550429,50,0,,,,,,,849
5/7/2019,06:32:03,-10.79,113.63,10,4.4,MLv,"	Pusat gempa dilaut 283 km baratdaya Nusadua-Bali",TIDAK,M4,D1,M4D1,850
5/8/2019,07:32:03,-7.3,110.8239886,50,0,,,,,,,851
5/9/2019,21:17:19,-8.23,108.67,68,3.2,MLv,"	Pusat gempa di laut 61 km Tenggara KAB-PANGANDARAN-JABAR",TIDAK,M3,D2,M3D2,852
5/10/2019,08:53:53,-10.51,108.57,28,4.1,MLv,"	Pusat gempa di laut 312 km Tenggara KAB-PANGANDARAN-JABAR",TIDAK,M4,D1,M4D1,853
5/11/2019,09:39:46,-8.78,109.68,16,2.9,MLv,"	Pusat gempa dilaut 119 km BaratDaya Kulonprogo - DIY",TIDAK,M2,D1,M2D1,854
5/12/2019,12:19:51,-7.99,109.03,79,2.9,MLv,"	Pusat gempa dilaut 29 km Tenggara CILACAP-JATENG",TIDAK,M2,D2,M2D2,855
5/13/2019,08:39:23,-8.91,111.82,27,3.7,MLv,"	Pusat gempa dilaut 92 km tenggara Trenggalek-Jatim",TIDAK,M3,D1,M3D1,856
5/14/2019,08:11:43,-10.21,113.2,80,3.5,MLv,"	Pusat gempa di laut 229 km Barat daya Jember Jatim",TIDAK,M3,D2,M3D2,857
5/15/2019,01:11:03,-8.12,110.56,128,2.4,MLv,"	Pusat gempa di laut 20 km BaratDaya Gunung Kidul",TIDAK,M2,D2,M2D2,858
5/16/2019,14:39:01,-8.87,112.48,10,4.9,MLv,"	pusat gempa di laut 82 km Barat daya Kab. Malang Jatim",TIDAK,M4,D1,M4D1,859
5/17/2019,15:39:01,-5.7,107.2824069,52,0,,,,,,,860
5/18/2019,01:14:41,-6.66,112.58,10,3.3,M,"	pusat gempa di laut 54 km TimurLaut LAMONGAN-JATIM",TIDAK,M3,D1,M3D1,861
5/19/2019,05:23:49,-9.3,112.9,30,3.3,MLv,"	Pusat gempa di laut 134 km Baratdaya Lumajang - JATIM",TIDAK,M3,D1,M3D1,862
5/20/2019,01:00:06,-9.4,113.82,10,3,MLv,"	Pusat gempa di laut 135 km Tenggara JEMBER-JATIM",TIDAK,M2,D1,M2D1,863
5/21/2019,02:00:06,-7.6,118.256503,52,0,,,,,,,864
5/22/2019,04:22:22,-6.69,110.78,10,4.2,MLv,"	Pusat gempa di darat 14 km BaratLaut Kudus-Jateng. Dirasakan di Kudus, Demak dan Jepara II-III MMI",YA,M4,D1,M4D1,865
5/23/2019,08:26:10,-8.28,113.38,157,4.1,MLv,"	Pusat gempa di darat 23 km Tenggara LUMAJANG-JATIM",TIDAK,M4,D2,M4D2,866
5/24/2019,10:54:24,-10.4,113.45,30,4.1,MLv,"	Pusat gempa di laut 245 km BaratDaya JEMBER-JATIM",TIDAK,M4,D1,M4D1,867
5/25/2019,01:36:23,-8.59,109.93,116,2.9,MLv,"	Pusat gempa di laut 89 km BaratDaya bantul D.I.Yogyakarta",TIDAK,M2,D2,M2D2,868
5/26/2019,14:10:25,-11.25,112.01,10,4.1,MLv,"	Pusat gempa di laut 347 km BaratDaya KAB-BLITAR-JATIM",TIDAK,M4,D1,M4D1,869
5/27/2019,15:10:25,-6.7,107.2031178,52,0,,,,,,,870
5/28/2019,15:00:26,-8.7,108.53,45,4.5,M,"	Pusat gempa di laut, 110 km Tenggara Kab. pangandaran Jabar",TIDAK,M4,D1,M4D1,871
5/29/2019,00:31:49,-8.46,112.82,119,3.1,M,"	pusat gema di laut 45 km tenggara Kab. Malang Jatim",TIDAK,M3,D2,M3D2,872
5/30/2019,07:55:00,-8.35,109.04,37,3.2,MLv, pusat gempa di laut 69 km Tenggara CIlacap Jateng,TIDAK,M3,D1,M3D1,873
5/31/2019,12:51:54,-9.15,112.64,15,3.1,MLv,"	Pusat gempa di laut 112 km Tenggara KAB-MALANG-JATIM",TIDAK,M3,D1,M3D1,874
6/1/2019,13:51:54,-2.1,119.6873151,60,0,,,,,,,875
6/2/2019,14:51:54,-3.1,116.4256684,60,0,,,,,,,876
6/3/2019,01:58:08,-8.55,111.32,88,3,MLv,"	Pusat gempa di laut 47 km Tenggara PACITAN-JATIM",TIDAK,M2,D2,M2D2,877
6/4/2019,06:42:03,-8.55,111.06,70,2.6,MLv,"	Pusat gempa di laut 41 km BaratDaya PACITAN-JATIM",TIDAK,M2,D2,M2D2,878
6/5/2019,23:29:51,-7.34,108.6,76,3.6,,"	Pusat gempa di darat 39 km tenggara Kab. Sukabumi Jabar",TIDAK,M3,D2,M3D2,879
6/6/2019,16:00:30,-8.99,111.01,53,3.1,MLv,"	Pusat gempa dilaut 90 km BaratDaya PACITAN-JATIM",TIDAK,M3,D1,M3D1,880
6/7/2019,17:00:30,-6.3,109.8050037,60,0,,,,,,,881
6/8/2019,20:50:26,-9.02,112.43,10,3,MLv,"	Pusat gempa di laut, 99 km BaratDaya KAB-MALANG-JATIM",TIDAK,M2,D1,M2D1,882
6/9/2019,04:51:47,-10.1,108.68,10,3.7,MLv,"	pusat gempa di laut 266 km BaratDaya CILACAP-JATENG",TIDAK,M3,D1,M3D1,883
6/10/2019,14:07:35,-8.81,112.6,30,3,MLv,"	Pusat gempa di laut 74 km Tenggara KAB-MALANG-JATIM",TIDAK,M2,D1,M2D1,884
6/11/2019,13:22:33,-9.15,110.91,10,3.6,MLv,"	Pusat gempa dilaut 110 km BaratDaya PACITAN-JATIM",TIDAK,M3,D1,M3D1,885
6/12/2019,14:22:33,-5.1,119.6719764,62,0,,,,,,,886
6/13/2019,11:25:48,-9.17,112.94,30,3.4,MLv,"	Pusat gempa di laut 119 km BaratDaya LUMAJANG-JATIM",TIDAK,M3,D1,M3D1,887
6/14/2019,12:25:48,-5.2,115.0670304,62,0,,,,,,,888
6/15/2019,15:19:48,-10.35,111.14,60,4.2,MLv,"	Pusat gempa di laut 241 km Tenggara Pacitan Jatim",TIDAK,M4,D2,M4D2,889
6/16/2019,06:57:00,-8.87,112.49,30,3.5,MLv,"	Pusat gempa di laut, 81 km BaratDaya KAB-MALANG-JATIM",TIDAK,M3,D1,M3D1,890
6/17/2019,11:17:48,-8.33,109.23,10,3.1,MLv,"	71 km Tenggara Cilacap - Jawa Tengah",TIDAK,M3,D1,M3D1,891
6/18/2019,06:20:24,-8.91,110.99,20,3,MLv,"	Pusat gempa di laut 82 km BaratDaya PACITAN-JATIM",TIDAK,M2,D1,M2D1,892
6/19/2019,03:09:26,-10.42,111.12,60,3.8,MLv,"	Pusat gempa di laut 249 km Tenggara PACITAN-JATIM",TIDAK,M3,D2,M3D2,893
6/20/2019,04:09:26,-2.1,116.4890276,62,0,,,,,,,894
